,date_dob,fjc_id,fl_initial,fml_initial,id,name_first,name_last,name_middle,docket_number,pacer_case_id,district_name,query_district_code,docket_padded,docket,title
0,1790-03-29,,jt,jt,10,John,Tyler,,2:91-cv-3021,19939,tnw,tnwd,9103021,9103021,"2:91-cv-03021-jt Tennessee, State Of, et al v. Joe Stewart Body Sho (closed 02/26/1992)"
1,1790-03-29,,jt,jt,10,John,Tyler,,2:92-cv-2586,20638,tnw,tnwd,9202586,9202586,"2:92-cv-02586-jt Tacker v. Wilson, et al (closed 08/08/1995)"
2,1790-03-29,,jt,jt,10,John,Tyler,,2:94-cv-2618,24828,tnw,tnwd,9402618,9402618,"2:94-cv-02618-jt Valley Products Co., v. Landmark, et al (closed 12/22/1994)"
3,1790-03-29,,jt,jt,10,John,Tyler,,2:94-cv-2824,24997,tnw,tnwd,9402824,9402824,"2:94-cv-02824-jt B.N.P. Ind., Inc. v. HFS Purchasing Svc., et al (closed 12/22/1994)"
4,1790-03-29,,jt,jt,10,John,Tyler,,2:86-cv-2871,18192,tnw,tnwd,8602871,8602871,2:86-cv-02871-jt Paul E Volpp Tractor v. Caterpillar Inc (closed 08/14/1996)
5,1790-03-29,,jt,jt,10,John,Tyler,,2:93-cv-2965,22818,tnw,tnwd,9302965,9302965,"2:93-cv-02965-jt Hutchison, et al v. BP Exploration & Oil, et al (closed 10/13/1995)"
6,1790-03-29,,jt,jt,10,John,Tyler,,2:96-cv-2859,29847,tnw,tnwd,9602859,9602859,"2:96-cv-02859-jt Duke v. Browning-Ferris Ind., et al (closed 10/22/1996)"
7,1790-03-29,,jt,jt,10,John,Tyler,,2:95-cv-2983,27592,tnw,tnwd,9502983,9502983,"2:95-cv-02983-jt Homer Skelton, Inc. v. Mitsubishi Motor Sal (closed 02/23/1998)"
8,1853-10-06,2410.0,jt,jt,3261,Jacob,Trieber,,2:91-cv-3021,19939,tnw,tnwd,9103021,9103021,"2:91-cv-03021-jt Tennessee, State Of, et al v. Joe Stewart Body Sho (closed 02/26/1992)"
9,1853-10-06,2410.0,jt,jt,3261,Jacob,Trieber,,2:92-cv-2586,20638,tnw,tnwd,9202586,9202586,"2:92-cv-02586-jt Tacker v. Wilson, et al (closed 08/08/1995)"
10,1853-10-06,2410.0,jt,jt,3261,Jacob,Trieber,,2:94-cv-2618,24828,tnw,tnwd,9402618,9402618,"2:94-cv-02618-jt Valley Products Co., v. Landmark, et al (closed 12/22/1994)"
11,1853-10-06,2410.0,jt,jt,3261,Jacob,Trieber,,2:94-cv-2824,24997,tnw,tnwd,9402824,9402824,"2:94-cv-02824-jt B.N.P. Ind., Inc. v. HFS Purchasing Svc., et al (closed 12/22/1994)"
12,1853-10-06,2410.0,jt,jt,3261,Jacob,Trieber,,2:86-cv-2871,18192,tnw,tnwd,8602871,8602871,2:86-cv-02871-jt Paul E Volpp Tractor v. Caterpillar Inc (closed 08/14/1996)
13,1853-10-06,2410.0,jt,jt,3261,Jacob,Trieber,,2:93-cv-2965,22818,tnw,tnwd,9302965,9302965,"2:93-cv-02965-jt Hutchison, et al v. BP Exploration & Oil, et al (closed 10/13/1995)"
14,1853-10-06,2410.0,jt,jt,3261,Jacob,Trieber,,2:96-cv-2859,29847,tnw,tnwd,9602859,9602859,"2:96-cv-02859-jt Duke v. Browning-Ferris Ind., et al (closed 10/22/1996)"
15,1853-10-06,2410.0,jt,jt,3261,Jacob,Trieber,,2:95-cv-2983,27592,tnw,tnwd,9502983,9502983,"2:95-cv-02983-jt Homer Skelton, Inc. v. Mitsubishi Motor Sal (closed 02/23/1998)"
16,1942-02-18,2424.0,jt,jt,3277,Jerome,Turner,,2:91-cv-3021,19939,tnw,tnwd,9103021,9103021,"2:91-cv-03021-jt Tennessee, State Of, et al v. Joe Stewart Body Sho (closed 02/26/1992)"
17,1942-02-18,2424.0,jt,jt,3277,Jerome,Turner,,2:92-cv-2586,20638,tnw,tnwd,9202586,9202586,"2:92-cv-02586-jt Tacker v. Wilson, et al (closed 08/08/1995)"
