result,docket_padded,docket,district_name
NONE,803147,803147,txs
NONE,600138,600138,txs
NONE,700420,700420,txs
NONE,700433,700433,txs
NONE,501029,501029,txs
NONE,504251,504251,txs
NONE,702495,702495,txs
NONE,704434,704434,txs
NONE,704574,704574,txs
NONE,800156,800156,txs
NONE,800377,800377,txs
NONE,404323,404323,txs
NONE,503394,503394,txs
NONE,802425,802425,txs
NONE,8100537,8100537,txw
NONE,8200589,8200589,txw
NONE,8300405,8300405,txw
NONE,8300461,8300461,txw
NONE,8400728,8400728,txw
NONE,8100228,8100228,txw
NONE,8400082,8400082,txw
NONE,8400337,8400337,txw
NONE,8300667,8300667,txw
NONE,8302545,8302545,txw
NONE,8401923,8401923,txw
NONE,8500772,8500772,txw
NONE,8501576,8501576,txw
NONE,8200256,8200256,txw
NONE,8400153,8400153,txw
NONE,7900176,7900176,txw
NONE,8000415,8000415,txw
NONE,8200438,8200438,txw
NONE,8300359,8300359,txw
NONE,8301924,8301924,txw
NONE,7700244,7700244,txw
NONE,7900053,7900053,txw
NONE,8200066,8200066,txw
NONE,8200272,8200272,txw
NONE,8200276,8200276,txw
NONE,8400082,8400082,txw
NONE,7900488,7900488,txw
NONE,8200042,8200042,txw
NONE,8200728,8200728,txw
NONE,8300244,8300244,txw
NONE,8200147,8200147,txw
NONE,8100276,8100276,txw
NONE,8100443,8100443,txw
NONE,8200457,8200457,txw
NONE,8200458,8200458,txw
NONE,8200502,8200502,txw
NONE,8200528,8200528,txw
NONE,8200556,8200556,txw
NONE,8200643,8200643,txw
NONE,8200673,8200673,txw
NONE,8300107,8300107,txw
NONE,8300218,8300218,txw
NONE,7800156,7800156,txw
NONE,8100300,8100300,txw
NONE,8200100,8200100,txw
NONE,7800229,7800229,txw
NONE,7900422,7900422,txw
NONE,8000463,8000463,txw
NONE,8000617,8000617,txw
NONE,8100047,8100047,txw
NONE,7000082,7000082,txw
NONE,8100020,8100020,txw
NONE,8200176,8200176,txw
NONE,8200181,8200181,txw
NONE,8000014,8000014,txw
NONE,8000296,8000296,txw
NONE,8100014,8100014,txw
NONE,8200144,8200144,txw
NONE,8200166,8200166,txw
NONE,8200171,8200171,txw
NONE,8200172,8200172,txw
NONE,8200270,8200270,txw
NONE,7600143,7600143,txw
NONE,7700244,7700244,txw
NONE,8100147,8100147,txw
NONE,7900245,7900245,txw
NONE,7900392,7900392,txw
NONE,8000229,8000229,txw
NONE,8000644,8000644,txw
NONE,8100117,8100117,txw
NONE,8100143,8100143,txw
NONE,8100003,8100003,txw
NONE,7000082,7000082,txw
NONE,7700208,7700208,txw
NONE,7900201,7900201,txw
NONE,7900203,7900203,txw
NONE,7900277,7900277,txw
NONE,8000049,8000049,txw
NONE,7600241,7600241,txw
NONE,7700253,7700253,txw
NONE,7800166,7800166,txw
NONE,7200040,7200040,txw
NONE,8000166,8000166,txw
NONE,7400009,7400009,txw
NONE,7600075,7600075,txw
NONE,7700186,7700186,txw
NONE,7700189,7700189,txw
NONE,7800068,7800068,txw
NONE,7800098,7800098,txw
NONE,7500131,7500131,txw
NONE,7600098,7600098,txw
NONE,7700136,7700136,txw
NONE,7800034,7800034,txw
NONE,7800343,7800343,txw
NONE,7900167,7900167,txw
NONE,7900241,7900241,txw
NONE,7900444,7900444,txw
NONE,8100148,8100148,txw
NONE,7200017,7200017,txw
NONE,7200017,7200017,txw
NONE,7900146,7900146,txw
NONE,7400047,7400047,txw
NONE,7500059,7500059,txw
NONE,7500206,7500206,txw
NONE,7700019,7700019,txw
NONE,7700121,7700121,txw
NONE,7700186,7700186,txw
NONE,7800061,7800061,txw
NONE,7800140,7800140,txw
NONE,7800164,7800164,txw
NONE,7800189,7800189,txw
NONE,7500066,7500066,txw
NONE,7700017,7700017,txw
NONE,7000082,7000082,txw
NONE,7800051,7800051,txw
NONE,7500032,7500032,txw
NONE,7600219,7600219,txw
NONE,7700200,7700200,txw
NONE,7500171,7500171,txw
NONE,7700108,7700108,txw
NONE,7700153,7700153,txw
NONE,7700213,7700213,txw
NONE,7400008,7400008,txw
NONE,6900114,6900114,txw
NONE,7400166,7400166,txw
NONE,7500064,7500064,txw
NONE,7500142,7500142,txw
NONE,7600049,7600049,txw
NONE,7600391,7600391,txw
NONE,7700066,7700066,txw
NONE,7700097,7700097,txw
NONE,7700136,7700136,txw
NONE,7700241,7700241,txw
NONE,7500099,7500099,txw
NONE,7600086,7600086,txw
NONE,7200034,7200034,txw
NONE,7400047,7400047,txw
NONE,7600049,7600049,txw
NONE,7600071,7600071,txw
NONE,7700019,7700019,txw
NONE,7300127,7300127,txw
NONE,7400255,7400255,txw
NONE,7700023,7700023,txw
NONE,7500123,7500123,txw
NONE,7500197,7500197,txw
NONE,7500215,7500215,txw
NONE,7500238,7500238,txw
NONE,7600116,7600116,txw
NONE,7200247,7200247,txw
NONE,7300255,7300255,txw
NONE,7500131,7500131,txw
NONE,7600053,7600053,txw
NONE,7600198,7600198,txw
NONE,7400009,7400009,txw
NONE,7400020,7400020,txw
NONE,7500069,7500069,txw
NONE,7500104,7500104,txw
NONE,6700071,6700071,txw
NONE,7200036,7200036,txw
NONE,7200198,7200198,txw
NONE,7200330,7200330,txw
NONE,7300234,7300234,txw
NONE,7300273,7300273,txw
NONE,7400196,7400196,txw
NONE,7400209,7400209,txw
NONE,7500119,7500119,txw
NONE,7500198,7500198,txw
NONE,7500215,7500215,txw
NONE,7600064,7600064,txw
NONE,7600079,7600079,txw
NONE,7200015,7200015,txw
NONE,7400020,7400020,txw
NONE,7300112,7300112,txw
NONE,6900023,6900023,txw
NONE,7100131,7100131,txw
NONE,7300014,7300014,txw
NONE,7300057,7300057,txw
NONE,7400080,7400080,txw
NONE,7400108,7400108,txw
NONE,7400148,7400148,txw
NONE,7400255,7400255,txw
NONE,7400270,7400270,txw
NONE,7400129,7400129,txw
NONE,7000027,7000027,txw
NONE,7100019,7100019,txw
NONE,7300071,7300071,txw
NONE,7300197,7300197,txw
NONE,7300234,7300234,txw
NONE,7400076,7400076,txw
NONE,7300030,7300030,txw
NONE,7300059,7300059,txw
NONE,7300097,7300097,txw
NONE,7300023,7300023,txw
NONE,7100091,7100091,txw
NONE,7200182,7200182,txw
NONE,7300282,7300282,txw
NONE,7200040,7200040,txw
NONE,7300034,7300034,txw
NONE,6600092,6600092,txw
NONE,7200049,7200049,txw
NONE,7200144,7200144,txw
NONE,7200198,7200198,txw
NONE,7200330,7200330,txw
NONE,7200357,7200357,txw
NONE,7300242,7300242,txw
NONE,7400096,7400096,txw
NONE,7200017,7200017,txw
NONE,7200044,7200044,txw
NONE,7300024,7300024,txw
NONE,7200083,7200083,txw
NONE,7000190,7000190,txw
NONE,7200081,7200081,txw
NONE,7200198,7200198,txw
NONE,7200207,7200207,txw
NONE,6800004,6800004,txw
NONE,7200016,7200016,txw
NONE,7200027,7200027,txw
NONE,7300039,7300039,txw
NONE,7100079,7100079,txw
NONE,7200036,7200036,txw
NONE,7000098,7000098,txw
NONE,7100136,7100136,txw
NONE,7100260,7100260,txw
NONE,7000048,7000048,txw
NONE,6900050,6900050,txw
NONE,7000128,7000128,txw
NONE,6900091,6900091,txw
NONE,6900038,6900038,txw
NONE,7000470,7000470,txw
NONE,7100093,7100093,txw
NONE,7100136,7100136,txw
NONE,7000035,7000035,txw
NONE,6900018,6900018,txw
NONE,6900108,6900108,txw
NONE,6800004,6800004,txw
NONE,6800005,6800005,txw
NONE,8000014,8000014,txw
NONE,8200469,8200469,txw
NONE,8200690,8200690,txw
NONE,8300336,8300336,txw
NONE,8400315,8400315,txw
NONE,8400351,8400351,txw
NONE,8400400,8400400,txw
NONE,8400463,8400463,txw
NONE,8500076,8500076,txw
NONE,8500120,8500120,txw
NONE,8500130,8500130,txw
NONE,8500198,8500198,txw
NONE,8500224,8500224,txw
NONE,8500365,8500365,txw
NONE,8500668,8500668,txw
NONE,8600097,8600097,txw
NONE,7700254,7700254,txw
NONE,7900053,7900053,txw
NONE,8401748,8401748,txw
NONE,8300209,8300209,txw
NONE,8200582,8200582,txw
NONE,8500090,8500090,txw
NONE,8500466,8500466,txw
NONE,8500537,8500537,txw
NONE,8500627,8500627,txw
NONE,8600075,8600075,txw
NONE,8300981,8300981,txw
NONE,8502868,8502868,txw
NONE,8503263,8503263,txw
NONE,8600594,8600594,txw
NONE,8600977,8600977,txw
NONE,8601070,8601070,txw
NONE,8601070,8601070,txw
NONE,8500205,8500205,txw
NONE,8600135,8600135,txw
NONE,8300247,8300247,txw
NONE,8500637,8500637,txw
NONE,8600096,8600096,txw
NONE,8600098,8600098,txw
NONE,8700533,8700533,txw
NONE,8200562,8200562,txw
NONE,8301211,8301211,txw
NONE,8400687,8400687,txw
NONE,8500203,8500203,txw
NONE,8502041,8502041,txw
NONE,8600974,8600974,txw
NONE,8600999,8600999,txw
NONE,8601667,8601667,txw
NONE,8700416,8700416,txw
NONE,8500637,8500637,txw
NONE,8600069,8600069,txw
NONE,7700090,7700090,txw
NONE,7700255,7700255,txw
NONE,7900217,7900217,txw
NONE,7900218,7900218,txw
NONE,8400401,8400401,txw
NONE,8800278,8800278,txw
NONE,8503312,8503312,txw
NONE,8701574,8701574,txw
NONE,8800911,8800911,txw
NONE,8500198,8500198,txw
NONE,8800324,8800324,txw
NONE,8800092,8800092,txw
NONE,8800470,8800470,txw
NONE,8801007,8801007,txw
NONE,8900369,8900369,txw
NONE,7800156,7800156,txw
NONE,8700157,8700157,txw
NONE,8700416,8700416,txw
NONE,8900425,8900425,txw
NONE,8900616,8900616,txw
NONE,8500198,8500198,txw
NONE,7800157,7800157,txw
NONE,8300340,8300340,txw
NONE,8900876,8900876,txw
NONE,9000532,9000532,txw
NONE,8901159,8901159,txw
NONE,8901781,8901781,txw
NONE,9200560,9200560,txw
NONE,9101116,9101116,txw
NONE,9501034,9501034,txw
NONE,683,683,txw
NONE,701,701,txw
NONE,733,733,txw
NONE,787,787,txw
NONE,509,509,txw
NONE,300036,300036,txw
NONE,300051,300051,txw
NONE,300189,300189,txw
NONE,300597,300597,txw
NONE,400181,400181,txw
NONE,300944,300944,txw
NONE,400225,400225,txw
NONE,500447,500447,txw
NONE,400878,400878,txw
NONE,500549,500549,txw
NONE,500114,500114,txw
NONE,700174,700174,txw
NONE,400181,400181,txw
NONE,701039,701039,txw
NONE,900214,900214,txw
NONE,800381,800381,txw
NONE,600051,600051,txw
NONE,800364,800364,txw
NONE,700120,700120,txw
NONE,700194,700194,txw
NONE,701027,701027,txw
NONE,600535,600535,txw
NONE,700673,700673,txw
NONE,8400119,8400119,kye
NONE,8300048,8300048,kye
NONE,8300149,8300149,kye
NONE,8200271,8200271,kye
NONE,7900183,7900183,kye
NONE,8300016,8300016,kye
NONE,8000099,8000099,kye
NONE,8100209,8100209,kye
NONE,7800008,7800008,kye
NONE,8200003,8200003,kye
NONE,7900147,7900147,kye
NONE,8200268,8200268,kye
NONE,7800024,7800024,kye
NONE,7800083,7800083,kye
NONE,7800191,7800191,kye
NONE,7400059,7400059,kye
NONE,8000029,8000029,kye
NONE,8000234,8000234,kye
NONE,7700471,7700471,kye
NONE,7800186,7800186,kye
NONE,7600069,7600069,kye
NONE,7600161,7600161,kye
NONE,7700054,7700054,kye
NONE,7400102,7400102,kye
NONE,7700087,7700087,kye
NONE,7400083,7400083,kye
NONE,7500051,7500051,kye
NONE,235,235,kye
NONE,7600086,7600086,kye
NONE,2345,2345,kye
NONE,7400097,7400097,kye
NONE,2237,2237,kye
NONE,235,235,kye
NONE,335,335,kye
NONE,385,385,kye
NONE,2163,2163,kye
NONE,296,296,kye
NONE,353,353,kye
NONE,375,375,kye
NONE,2133,2133,kye
NONE,2134,2134,kye
NONE,2146,2146,kye
NONE,414,414,kye
NONE,8300149,8300149,kye
NONE,8500024,8500024,kye
NONE,8500289,8500289,kye
NONE,8300040,8300040,kye
NONE,8100052,8100052,kye
NONE,8300118,8300118,kye
NONE,8500219,8500219,kye
NONE,8200069,8200069,kye
NONE,8500086,8500086,kye
NONE,8200086,8200086,kye
NONE,8100120,8100120,kye
NONE,8500454,8500454,kye
NONE,8200005,8200005,kye
NONE,8600235,8600235,kye
NONE,8600147,8600147,kye
NONE,8500370,8500370,kye
NONE,8700240,8700240,kye
NONE,8900181,8900181,kye
NONE,8500340,8500340,kye
NONE,8800254,8800254,kye
NONE,8800191,8800191,kye
NONE,9000058,9000058,kye
NONE,8100052,8100052,kye
NONE,9100556,9100556,kye
NONE,382,382,kye
NONE,200440,200440,kye
NONE,200511,200511,kye
NONE,400090,400090,kye
NONE,300181,300181,kye
NONE,300206,300206,kye
NONE,200275,200275,kye
NONE,500038,500038,kye
NONE,500039,500039,kye
NONE,500040,500040,kye
NONE,400037,400037,kye
NONE,500221,500221,kye
NONE,400028,400028,kye
NONE,300316,300316,kye
NONE,400425,400425,kye
NONE,600080,600080,kye
NONE,500394,500394,kye
NONE,600103,600103,kye
NONE,300206,300206,kye
NONE,500138,500138,kye
NONE,700039,700039,kye
NONE,900165,900165,kye
NONE,8000154,8000154,kyw
NONE,8300114,8300114,kyw
NONE,8401028,8401028,kyw
NONE,8300110,8300110,kyw
NONE,8400204,8400204,kyw
NONE,8300135,8300135,kyw
NONE,7307634,7307634,kyw
NONE,7800068,7800068,kyw
NONE,7800069,7800069,kyw
NONE,7900656,7900656,kyw
NONE,8100606,8100606,kyw
NONE,8200021,8200021,kyw
NONE,8200406,8200406,kyw
NONE,8200680,8200680,kyw
NONE,8300128,8300128,kyw
NONE,7600422,7600422,kyw
NONE,7900097,7900097,kyw
NONE,8000429,8000429,kyw
NONE,8000447,8000447,kyw
NONE,8000617,8000617,kyw
NONE,8200115,8200115,kyw
NONE,8200151,8200151,kyw
NONE,8200292,8200292,kyw
NONE,8200400,8200400,kyw
NONE,8200424,8200424,kyw
NONE,8100219,8100219,kyw
NONE,7600426,7600426,kyw
NONE,8000402,8000402,kyw
NONE,8000100,8000100,kyw
NONE,4392,4392,kyw
NONE,7500196,7500196,kyw
NONE,7500368,7500368,kyw
NONE,7500377,7500377,kyw
NONE,7600203,7600203,kyw
NONE,7600423,7600423,kyw
NONE,7600425,7600425,kyw
NONE,7800063,7800063,kyw
NONE,7900388,7900388,kyw
NONE,7900493,7900493,kyw
NONE,7700109,7700109,kyw
NONE,7600421,7600421,kyw
NONE,7700288,7700288,kyw
NONE,7700342,7700342,kyw
NONE,7700570,7700570,kyw
NONE,8000195,8000195,kyw
NONE,8000291,8000291,kyw
NONE,8000326,8000326,kyw
NONE,8100014,8100014,kyw
NONE,8100109,8100109,kyw
NONE,7900229,7900229,kyw
NONE,8000198,8000198,kyw
NONE,7700012,7700012,kyw
NONE,7634,7634,kyw
NONE,7500144,7500144,kyw
NONE,7500380,7500380,kyw
NONE,7600021,7600021,kyw
NONE,7600052,7600052,kyw
NONE,7600053,7600053,kyw
NONE,7600333,7600333,kyw
NONE,7600364,7600364,kyw
NONE,7600488,7600488,kyw
NONE,7700038,7700038,kyw
NONE,7700604,7700604,kyw
NONE,7800158,7800158,kyw
NONE,7700110,7700110,kyw
NONE,7600202,7600202,kyw
NONE,7600312,7600312,kyw
NONE,7600379,7600379,kyw
NONE,7600430,7600430,kyw
NONE,7600492,7600492,kyw
NONE,7700039,7700039,kyw
NONE,7700247,7700247,kyw
NONE,7700537,7700537,kyw
NONE,7500301,7500301,kyw
NONE,7600214,7600214,kyw
NONE,7600260,7600260,kyw
NONE,7649,7649,kyw
NONE,7755,7755,kyw
NONE,7764,7764,kyw
NONE,7400158,7400158,kyw
NONE,7600017,7600017,kyw
NONE,7175,7175,kyw
NONE,7367,7367,kyw
NONE,7452,7452,kyw
NONE,7485,7485,kyw
NONE,7542,7542,kyw
NONE,7844,7844,kyw
NONE,7200023,7200023,kyw
NONE,7200023,7200023,kyw
NONE,7400096,7400096,kyw
NONE,6737,6737,kyw
NONE,6939,6939,kyw
NONE,7016,7016,kyw
NONE,7020,7020,kyw
NONE,7264,7264,kyw
NONE,7453,7453,kyw
NONE,7566,7566,kyw
NONE,7756,7756,kyw
NONE,7200034,7200034,kyw
NONE,6613,6613,kyw
NONE,7044,7044,kyw
NONE,2255,2255,kyw
NONE,6879,6879,kyw
NONE,7049,7049,kyw
NONE,2529,2529,kyw
NONE,4392,4392,kyw
NONE,5821,5821,kyw
NONE,6518,6518,kyw
NONE,6547,6547,kyw
NONE,3770,3770,kyw
NONE,7700409,7700409,kyw
NONE,7700423,7700423,kyw
NONE,7800492,7800492,kyw
NONE,8100350,8100350,kyw
NONE,8200440,8200440,kyw
NONE,8300861,8300861,kyw
NONE,8400315,8400315,kyw
NONE,8500254,8500254,kyw
NONE,8600327,8600327,kyw
NONE,8300330,8300330,kyw
NONE,8200564,8200564,kyw
NONE,8300178,8300178,kyw
NONE,8400721,8400721,kyw
NONE,8600005,8600005,kyw
NONE,8200779,8200779,kyw
NONE,8100524,8100524,kyw
NONE,8600569,8600569,kyw
NONE,8800633,8800633,kyw
NONE,314,314,kyw
NONE,300694,300694,kyw
NONE,723,723,kyw
NONE,500428,500428,kyw
NONE,500188,500188,kyw
NONE,500487,500487,kyw
NONE,500790,500790,kyw
NONE,500133,500133,kyw
NONE,500612,500612,kyw
NONE,600542,600542,kyw
NONE,700237,700237,kyw
NONE,800225,800225,kyw
NONE,800571,800571,kyw
NONE,900869,900869,kyw
NONE,500612,500612,kyw
NONE,8500135,8500135,mie
NONE,7904416,7904416,mie
NONE,8201474,8201474,mie
NONE,8203670,8203670,mie
NONE,8300803,8300803,mie
NONE,8301898,8301898,mie
NONE,8302470,8302470,mie
NONE,8302923,8302923,mie
NONE,8303369,8303369,mie
NONE,8304279,8304279,mie
NONE,8304942,8304942,mie
NONE,8400516,8400516,mie
NONE,8401097,8401097,mie
NONE,8401285,8401285,mie
NONE,8402223,8402223,mie
NONE,8402864,8402864,mie
NONE,8408599,8408599,mie
NONE,8309136,8309136,mie
NONE,8000227,8000227,mie
NONE,8100050,8100050,mie
NONE,8200087,8200087,mie
NONE,8308607,8308607,mie
NONE,8306247,8306247,mie
NONE,8100175,8100175,mie
NONE,7701163,7701163,mie
NONE,7800064,7800064,mie
NONE,7904212,7904212,mie
NONE,7904829,7904829,mie
NONE,8000493,8000493,mie
NONE,8001074,8001074,mie
NONE,8004222,8004222,mie
NONE,8100479,8100479,mie
NONE,8100548,8100548,mie
NONE,8103559,8103559,mie
NONE,8103989,8103989,mie
NONE,8201984,8201984,mie
NONE,8202781,8202781,mie
NONE,8203869,8203869,mie
NONE,8204295,8204295,mie
NONE,8204715,8204715,mie
NONE,8300169,8300169,mie
NONE,8300418,8300418,mie
NONE,8300674,8300674,mie
NONE,8301080,8301080,mie
NONE,8301080,8301080,mie
NONE,8301701,8301701,mie
NONE,8302560,8302560,mie
NONE,8303052,8303052,mie
NONE,8305056,8305056,mie
NONE,8307235,8307235,mie
NONE,8401229,8401229,mie
NONE,8200038,8200038,mie
NONE,8200060,8200060,mie
NONE,8407010,8407010,mie
NONE,8407087,8407087,mie
NONE,7501228,7501228,mie
NONE,7700542,7700542,mie
NONE,7701831,7701831,mie
NONE,7801491,7801491,mie
NONE,7802621,7802621,mie
NONE,7903546,7903546,mie
NONE,7904502,7904502,mie
NONE,8000312,8000312,mie
NONE,8002117,8002117,mie
NONE,8003928,8003928,mie
NONE,8004539,8004539,mie
NONE,8100486,8100486,mie
NONE,8101369,8101369,mie
NONE,8102321,8102321,mie
NONE,8102431,8102431,mie
NONE,8103670,8103670,mie
NONE,8203415,8203415,mie
NONE,8204750,8204750,mie
NONE,8300039,8300039,mie
NONE,7900226,7900226,mie
NONE,8000294,8000294,mie
NONE,8000392,8000392,mie
NONE,8200034,8200034,mie
NONE,8200326,8200326,mie
NONE,7402013,7402013,mie
NONE,7502135,7502135,mie
NONE,7702034,7702034,mie
NONE,7702321,7702321,mie
NONE,7800424,7800424,mie
NONE,7800869,7800869,mie
NONE,7900617,7900617,mie
NONE,7903737,7903737,mie
NONE,8003929,8003929,mie
NONE,8003930,8003930,mie
NONE,8003992,8003992,mie
NONE,8004319,8004319,mie
NONE,8100005,8100005,mie
NONE,8101029,8101029,mie
NONE,8101911,8101911,mie
NONE,8103002,8103002,mie
NONE,8103854,8103854,mie
NONE,8000003,8000003,mie
NONE,8100193,8100193,mie
NONE,8000054,8000054,mie
NONE,7401913,7401913,mie
NONE,7600921,7600921,mie
NONE,7602617,7602617,mie
NONE,7700955,7700955,mie
NONE,7701659,7701659,mie
NONE,7702951,7702951,mie
NONE,7702990,7702990,mie
NONE,7800453,7800453,mie
NONE,7802192,7802192,mie
NONE,7802221,7802221,mie
NONE,7802788,7802788,mie
NONE,7802800,7802800,mie
NONE,7901170,7901170,mie
NONE,7901295,7901295,mie
NONE,7902117,7902117,mie
NONE,7700076,7700076,mie
NONE,7900297,7900297,mie
NONE,8000043,8000043,mie
NONE,34664,34664,mie
NONE,7402222,7402222,mie
NONE,7601125,7601125,mie
NONE,7702511,7702511,mie
NONE,7800149,7800149,mie
NONE,7801903,7801903,mie
NONE,7802522,7802522,mie
NONE,7803139,7803139,mie
NONE,7900237,7900237,mie
NONE,7900359,7900359,mie
NONE,7900883,7900883,mie
NONE,7901014,7901014,mie
NONE,7901741,7901741,mie
NONE,7904358,7904358,mie
NONE,7904699,7904699,mie
NONE,8001073,8001073,mie
NONE,8001509,8001509,mie
NONE,8002245,8002245,mie
NONE,8002357,8002357,mie
NONE,8002388,8002388,mie
NONE,8002896,8002896,mie
NONE,8004073,8004073,mie
NONE,8100722,8100722,mie
NONE,7700053,7700053,mie
NONE,7700069,7700069,mie
NONE,8000071,8000071,mie
NONE,8100089,8100089,mie
NONE,7700152,7700152,mie
NONE,7401421,7401421,mie
NONE,7402654,7402654,mie
NONE,7500120,7500120,mie
NONE,7500508,7500508,mie
NONE,7500535,7500535,mie
NONE,7500756,7500756,mie
NONE,7501060,7501060,mie
NONE,7501077,7501077,mie
NONE,7501167,7501167,mie
NONE,7501556,7501556,mie
NONE,7600492,7600492,mie
NONE,7601253,7601253,mie
NONE,7601283,7601283,mie
NONE,7601378,7601378,mie
NONE,7601753,7601753,mie
NONE,7601791,7601791,mie
NONE,7700833,7700833,mie
NONE,7701106,7701106,mie
NONE,7701163,7701163,mie
NONE,7701241,7701241,mie
NONE,7701907,7701907,mie
NONE,7702351,7702351,mie
NONE,7800157,7800157,mie
NONE,7800380,7800380,mie
NONE,7800385,7800385,mie
NONE,7800503,7800503,mie
NONE,7800901,7800901,mie
NONE,7800999,7800999,mie
NONE,7802970,7802970,mie
NONE,7803154,7803154,mie
NONE,7400026,7400026,mie
NONE,7400762,7400762,mie
NONE,7401824,7401824,mie
NONE,7401922,7401922,mie
NONE,7402280,7402280,mie
NONE,7500121,7500121,mie
NONE,7500122,7500122,mie
NONE,7500123,7500123,mie
NONE,7500124,7500124,mie
NONE,7500125,7500125,mie
NONE,7500448,7500448,mie
NONE,7501272,7501272,mie
NONE,7501627,7501627,mie
NONE,7502558,7502558,mie
NONE,7600274,7600274,mie
NONE,7601071,7601071,mie
NONE,7601656,7601656,mie
NONE,7602117,7602117,mie
NONE,7602449,7602449,mie
NONE,7700153,7700153,mie
NONE,7700167,7700167,mie
NONE,7701104,7701104,mie
NONE,7701863,7701863,mie
NONE,7702243,7702243,mie
NONE,7702703,7702703,mie
NONE,7800163,7800163,mie
NONE,7800454,7800454,mie
NONE,36353,36353,mie
NONE,39389,39389,mie
NONE,40090,40090,mie
NONE,7400532,7400532,mie
NONE,7400665,7400665,mie
NONE,7400666,7400666,mie
NONE,7400667,7400667,mie
NONE,7401212,7401212,mie
NONE,7401300,7401300,mie
NONE,7401882,7401882,mie
NONE,7401883,7401883,mie
NONE,7501511,7501511,mie
NONE,7502421,7502421,mie
NONE,7502469,7502469,mie
NONE,7600749,7600749,mie
NONE,7601253,7601253,mie
NONE,7601667,7601667,mie
NONE,7601864,7601864,mie
NONE,7602221,7602221,mie
NONE,621,621,mie
NONE,3265,3265,mie
NONE,7400120,7400120,mie
NONE,7500065,7500065,mie
NONE,37895,37895,mie
NONE,38626,38626,mie
NONE,39430,39430,mie
NONE,39802,39802,mie
NONE,39892,39892,mie
NONE,7400030,7400030,mie
NONE,7400041,7400041,mie
NONE,7400189,7400189,mie
NONE,7400733,7400733,mie
NONE,7401537,7401537,mie
NONE,7401946,7401946,mie
NONE,7402490,7402490,mie
NONE,7402911,7402911,mie
NONE,7500509,7500509,mie
NONE,7500908,7500908,mie
NONE,7501118,7501118,mie
NONE,7501141,7501141,mie
NONE,7501535,7501535,mie
NONE,7501660,7501660,mie
NONE,7501746,7501746,mie
NONE,7502091,7502091,mie
NONE,7502135,7502135,mie
NONE,7502232,7502232,mie
NONE,3102,3102,mie
NONE,3211,3211,mie
NONE,3238,3238,mie
NONE,7400035,7400035,mie
NONE,36318,36318,mie
NONE,36752,36752,mie
NONE,37096,37096,mie
NONE,38219,38219,mie
NONE,38852,38852,mie
NONE,39370,39370,mie
NONE,39869,39869,mie
NONE,7400026,7400026,mie
NONE,7400045,7400045,mie
NONE,7400208,7400208,mie
NONE,7400364,7400364,mie
NONE,7400539,7400539,mie
NONE,7400875,7400875,mie
NONE,7401107,7401107,mie
NONE,7401264,7401264,mie
NONE,7401324,7401324,mie
NONE,7401329,7401329,mie
NONE,7401471,7401471,mie
NONE,7401964,7401964,mie
NONE,7402208,7402208,mie
NONE,7500018,7500018,mie
NONE,7500150,7500150,mie
NONE,7500783,7500783,mie
NONE,7400009,7400009,mie
NONE,31810,31810,mie
NONE,32967,32967,mie
NONE,35163,35163,mie
NONE,35622,35622,mie
NONE,36081,36081,mie
NONE,37218,37218,mie
NONE,37440,37440,mie
NONE,37652,37652,mie
NONE,37828,37828,mie
NONE,38016,38016,mie
NONE,38021,38021,mie
NONE,38058,38058,mie
NONE,38155,38155,mie
NONE,38162,38162,mie
NONE,38612,38612,mie
NONE,38632,38632,mie
NONE,39113,39113,mie
NONE,39454,39454,mie
NONE,39717,39717,mie
NONE,39995,39995,mie
NONE,40169,40169,mie
NONE,7400665,7400665,mie
NONE,7400666,7400666,mie
NONE,7400667,7400667,mie
NONE,7400876,7400876,mie
NONE,7401038,7401038,mie
NONE,7401442,7401442,mie
NONE,28333,28333,mie
NONE,29403,29403,mie
NONE,32168,32168,mie
NONE,32783,32783,mie
NONE,33046,33046,mie
NONE,34001,34001,mie
NONE,34042,34042,mie
NONE,34554,34554,mie
NONE,34555,34555,mie
NONE,34580,34580,mie
NONE,34664,34664,mie
NONE,35850,35850,mie
NONE,36561,36561,mie
NONE,36757,36757,mie
NONE,36779,36779,mie
NONE,36797,36797,mie
NONE,36849,36849,mie
NONE,37043,37043,mie
NONE,37052,37052,mie
NONE,37325,37325,mie
NONE,37326,37326,mie
NONE,37457,37457,mie
NONE,37683,37683,mie
NONE,38210,38210,mie
NONE,38452,38452,mie
NONE,38461,38461,mie
NONE,38811,38811,mie
NONE,38853,38853,mie
NONE,38935,38935,mie
NONE,39225,39225,mie
NONE,39634,39634,mie
NONE,39950,39950,mie
NONE,27892,27892,mie
NONE,31330,31330,mie
NONE,33896,33896,mie
NONE,34005,34005,mie
NONE,34486,34486,mie
NONE,35602,35602,mie
NONE,35759,35759,mie
NONE,35948,35948,mie
NONE,35996,35996,mie
NONE,36198,36198,mie
NONE,36325,36325,mie
NONE,36639,36639,mie
NONE,36822,36822,mie
NONE,36954,36954,mie
NONE,37058,37058,mie
NONE,37063,37063,mie
NONE,37097,37097,mie
NONE,37513,37513,mie
NONE,37534,37534,mie
NONE,37547,37547,mie
NONE,37623,37623,mie
NONE,37870,37870,mie
NONE,38138,38138,mie
NONE,479,479,mie
NONE,21911,21911,mie
NONE,28427,28427,mie
NONE,30767,30767,mie
NONE,33656,33656,mie
NONE,34846,34846,mie
